idx,conversation,class
809,"웅웅 낳았어 키키 나 어제 새콤달콤인가 라는 영화 보는데 극현실주의였는데 키키 너무 재밌더라 키키
홀 소오름~ 나도 얼마 전에 그거 봤어 키키 혁이 오빠
맞아 키키 혁이오빠 키키 남편은 누가 더 나쁜거야 이러도라 키키
키키 둘다 잘못은 있는 거 같은데... 난 혁이오빠가 더 너무 했다고 생각해~ 내가 여자여서 여주를 더 공감한건갘ㅋ
나는 혁이오빠도 이해가 ㅠ ㅋ키키 그냥 장거리에 오랜 연애기간의 연애를 했다면 벌어질 수 있는 일들인 거 같았어 ㅠ 나도 비슷하게 겪어 봤구 키키 그냥 그걸 잘 서로 이겨내느냐 안 하느냐 키키
맞아~ 나도 그 부분은 넘 이해됐어!
나는 또 장거리만 해봐서 혁이오빠 참 대단하다고 생각했지 키키 이겨내지 못하면 헤어지는 거지 뭐~ 단거리 연애 해보고 싶다 키키
그치 키키 나도 보면서 너 생각나더라 키키
난 단거리 연애만 해봐서 키키 장거리는 내가 먼저 식어버려서 ㅠㅠ ㅋㅋ
식어버린다는 표현 너무 공감...키키 거리가 멀면 마음도 멀어진다는 말이 맞아~
요새 또 재미있는 영화 없나?
웅 그치 ㅠㅠ 난 마블 원래 잘 챙겨봐서 블랙위도우도 재밌었어 키키 아! 담보! 그거 한국영화인데 소소하게 재밌어!
오~ 마블은 잘모르니깐 담보 봐야겠다키키 지금 슬의생 보는데 넘넘 잼있어ㅠㅠ 익준이 왜 다쳤니
나 아직 안 봐떠 키키 말하지 마 키키 오늘은 친정서 잘 거라 못 보고 나는 내일 봐야징
키키 기대하고 봐~ 소리 지르면서 봤네 키키
그럴게 키키 얼른 보고 싶네 키키 기대감이 갑자기 올랐어 키키
키키 모가디슈인가? 그거 영화봤어?
보고싶은데 어떤가 모르겠네
모가디슈? 이름은 익숙한데 무슨 영화여?
조인성 나오는 영화인데 액션이래 키키 많이들 보더라구~",일상 대화
810,"형은 여행 팁 있나?
여행 팁은 따로 없지 키키
그냥 가는 거지
키키 발길 닿는 대로 떠나는 거가
엉 키키 니는 여행 팁 같은 거 있나?
나는 계획을 대충 짜는 게 여행 팁이다 키키
키키 니도 내랑 비슷한 거 같은데 키키 그게 여행 팁이가
키키 어떻게 보면 여행 팁 아니가?
키키 그것도 여행 팁인가? 키키
모르겠는데
키키 계획은 짠 대로 안 흘러가더라
키키 나는 거의 즉흥으로 움직여서
키키 내랑 비슷하네
둘이 여행 가면 엉망진창이겠다
키키 니 친구들은 계획 다 짜나?
짜는 애도 있고 내 같은 애도 있다 키키
키키 내 친구들은 다 즉흥이다
키키 아 그러면 진짜 엉망이겠는데
키키 엉 키키 놀러 가는 건지 싸우러 가는 건지",일상 대화
811,"따릉이 타고 출퇴근 하면 어떨까 키키
사지가 다 떨어지는 느낌이겠지
키키 슬프네 키키 엄청 힘들것지
야 힘들기만 하겠냐 키키 일 못할걸
뭔가 교통비 너무 아깝단 생각 들어서 ㅠㅠ
하긴 한 달에 십 만원 돈 나가니...
응응 무시를 못 하겠더라고 ㅠㅠ
나는 차 가져 다니는데 기름 값이...
나는 기름 값을 내 본 적이 없어서리 키키
진짜 기름 값도 너무 부담...
그렇다고 버릴 수도 없고 키키
그니깐 키키 그게 문제지
어쩔 땐 진짜 차 버리고 다니고 싶겠다 키키
카드 값에 기름 값 청구 될 때 키키
으휴 저 화상!
하아 키키 그래도 기름 값보다 버스비가 나을걸",일상 대화
812,"형은 피부 관리하는 거 있나?
아니 키키 로션만 바르면 되지 키키 피부에 신경을 안 써서
키키 따로 신경 쓰는 거 없나?
어 키키 니는 피부 관리 하는 거 있나?
나는 피부 관리 받아보고 싶다 키키
키키 그냥 있는 대로 살자
키키 그렇제? 여드름만 없었으면 좋겠다
지금 치료 받고 있잖아 피부과 다니면서 효과는 보고 있나?
엉 효과는 조금 있는 것 같은데 완전히 사라지지가 않네 ㅠㅠ
꾸준히 다니다 보면 괜찮아 지지 않겠나
맞제 ? 여드름 없어지면 피부 관리하러 가야겠다
키키 관리하는 남자야? 키키 난 돈 아까워서 못 갈 거 같다
키키 한번쯤은 경험 삼아 괜찮을 것 같지 않나?
키키 남자가 무슨 피부 관리고 키키
키키 요샌 남자도 관리하는 시대다
키키 나는 그냥 살래 돈 아까워",일상 대화
813,"너 동물의숲 해본 적 있어? 키키
아니. 그거 한때 엄청 유행했었잖아.
나 그거 엄청 좋아해 키키 동물이랑 노는 거야
너 아직도 해? 그거 그 게임기로 해야 되잖아. 이름이 뭐더라 키키
키키 닌텐도! 키키 옛날엔 닌텐도 구하기 진짜 어려웠는데
아 맞다 키키 닌텐도 키키 이제는 없는 사람이 거의 없더라...
키키 맞아... 너도 한번 시작해보면 진짜 밤새울걸?
그래? 근데 나 일단 닌텐도부터 사야 돼 키키
키키 아... 요즘엔 사기 쉬울 거야 키키 물량 있겠지 키키
근데 돈이 없어서 못 사 키키
음... 키키 요즘 게임기가 너무 비싸긴 하지
그거 저렴하게 사도 40만원 정도 하지 않아?
맞아... 그래도 중고로 사면 좀 싸게 살 수 있을걸?
그런 거 중고로는 별로 안 사고 싶다 키키
키키 오 나랑 비슷하네 나도 전자기기는 새 거... 키키
맞아 키키 새 거가 좋다구! 중고는 곧 고장 날 수도 있어",일상 대화
814,"너 정글의 법칙 김병만 알지?
알지 김병만 키 작고 달인이잖아~ 키키
응 그 김병만 맞아 키키
요즘 갑자기 영상 많이 뜨더라
맞아
나도 이번에 영상 하나 봤어!
오 김병만 영상?
어떤 거 봤는데?!
응 이번에 같이 간 사람이 정글에서 실종된 거!
진짜?
그걸 김병만이 찾은 거야?!
아니
그건 아니고 엄청 서럽게 울더라 ㅜㅜ
아 키키 정글의 법칙 하면 또 김병만이지!
키키 맞아
근데 진짜 사람도 괜찮은 거 같아!
김병만 난 몰랐는데 자격증도 엄청 많이 보유한 사람이래
달인 찍으면서 진짜 달인이 되려고 그랬나?!
그런가? 키키
진짜 달인으로 사람이 바꼈어!
키키 대박 자격증 많다니 부럽다...
나도 오늘부터 내 우상은 김병만이야 하하
나는 우상까지는 아니지만 존경할래~ 키키",일상 대화
815,"나 요즘 캠핑에 꽂혔어! 키키
캠핑 요즘 사람들 많이 다니더라!
요즘 캠핑이 인기야 키키 용품도 다 팔렸더라
맞아 다들 인스타 보면 캠핑 다니고 용품 사고~
너는 캠핑에 관심 크게 없어?~
나는 우선 밖에서 자는 거에 흥미가 없어...
아 진짜...? 캠핑의 매력은 또 밤인데 ㅠㅠ
밤에 불멍 많이 한다고 하더라!
응 난 그게 좋아서 캠핑 가거든~ 장비도 다 샀어
밤에가 제일 이쁘고 새벽엔 어때? 안 추워?
새벽엔 침낭 속에 완전 박혀있지~ 하하
가을까지만 갈 수 있고 겨울 되면 못 가지?
응 겨울은 너무 춥더라 ㅠㅠ
겨울엔 히터 있는 곳이 최고야
따듯한 게 최고지 캠핑 그래도 가보고 싶다
그치? 그러면 다음에 한 번 나랑 가주라 하하
캠핑 데리고 가는 거야? 그럼 나야 땡큐지~",일상 대화
816,"수술 해 본 적 있음?
중학교 때 공차다가 무릎 나가서 해봄 ...
난 쌍수 밖에 없는 듯
넘 아팠어...
요즘 여자 쌍수는 수술아니지 키키
아니 중학교 때 벌써 수술을 했다니...
그래서 일찍부터 건강이 중요하다는걸 느꼈다
그는 대체 키키
무릎이 어찌댔는뎅?
연골손상 키키
아직도 무릎이 안좋아
입원도 했어?
학교 못나가구?
당연하지
수술하고 입원하고 학교도 못갓지 키키
오매 연골 손상?
그건 많이 써서 그런거 아냐?
연골이 찢어 진건가?
무튼 엄청 아팟다
어릴 때 넘 큰일 겪었넹
그 뒤로 수술은 다시 하는일 없도록 할라고 다짐함
아프지 수술할 정돈데
관리 잘해라
열심히 신경쓰고 있다 키키",일상 대화
817,"요즘엔 결혼하는데도 스펙이 필요하다더라... ㄷㄷ
네? 결혼하는데 왜 스펙이 필요하죠?
나이나 키 허리 둘레도 본다던데? 키키
허리 둘레는 왜 봐... 대단하네? 키키
직업이나 연봉은 당연히 본다고 하고 키키
진짜 요새는 비혼이 늘어도 뭐라 못 할 시대에요
적당히 가정적인 면이 있는 사람 이런 것도 결혼 상대에 대한 기준에 포함 된다더라... ㄷㄷ
네? 키키 진짜 짱이다...
그런 건 뭐 결혼 회사에서 그런 거에요?
그니까 다들 결혼 안 하는 이유가 있는 거 같다 ㄷㄷ
저도 요새는 좀 그렇더라구요
그래 결혼을 안 해도 잘 살 수 있지 않을까 싶은데
그러니깐요 혼자 먹고 살기도 힘든데
굳이 그렇게까지 따져가면서 결혼을 하려는 이유를 모르겠다 ㅜ
그니깐요 그럴 꺼 그냥 혼자 살지
저렇게 결혼에 대한 기준이 높다 보니 연애 따로 결혼 따로 이렇게 되는 듯 ㅜ
그럴 것 같은데 좀 상대방에 대한 예의가... 있는 게 맞나...? 키키",일상 대화
818,"나 며칠 전에 치과 갔다가 엄청 혼나고 왔어 ㅠㅠ
너 치아 관리 엄청 열심히 하는데 왜 혼나 키키
이번에 갈 때 유지장치 안 들고 갔거든 ㅎ
유지장치가 뭐야? 그게 없으면 안되는 거야?
원래 치과 갈 때 들고가긴 하거든 키키 근데 원장쌤이 하도 잔소리를...
아 너 키키 치과 원장쌤이랑 친하다고 했지 키키
어 키키 유지장치 그거 어차피 밤에만 끼는 건데...
그 장치를 가져가면 뭐가 달라지는 거야?
유지장치가 교정한 이가 예전으로 돌아가지 않게 잡아주거든
그래서 유지장치구나~ 그럼 그걸 가져가면 뭘 해주는데?
그것도 나사 같은 걸로 조절을 해야 해 ㅎ
오~ 신기하다 키키
그럼 가져가면 그거 조절해주는 거야?
어 키키 맞아 근데 이번엔 스케일링 하러 간 거였거든 키키
아 키키 니가 잘못했다고 할랬는데 아니었네 키키
장치검사는 따로 받거든? 근데 장치 안 가져왔다고 키키
니가 치과를 오래 다녀서 친근해서 그러셨나 보다 키키",일상 대화
819,"우리 아빠한테 배워야겠어 그럼!
아빠가 전기 관련 종사자이셔?
그렇지는 않지만 나름 일가견이 있는 거 같더라고!
부모님은 어떤 일하시는데? 이런 거 물어봐도 되나... 키키
그냥 평범한 회사원이야! 엄마는 외국 계열 로봇 회사에 다니고 있어 키키
그럼 어머님한테 배우는 게 더 획기적인 거 아니야?
엄마는 영어를 공부해서 로봇에 대해선 잘 몰라...
아 그쪽에도 분야가 여러 개 있겠구나 키키
맞아 키키 너네 부모님은 무슨 일하셔?
아버지는 부동산 사업하시고 엄마는 생산직 키키 나랑은 완전 다른 길
오 부동산 사업 키키 엄청 비즈니스맨이신데?
키키 근대 매월 수입이 아니라 사실상 백수 같음 평소에는
음 하긴... 사업이란 게 원래 그런 거 아닌가 그래도 대단하시다 키키
그래도 고정적인 수입이 있으면서 큰 사업을 해야 할 텐데 속 많이 썩으시는 거 같더라
세상이 맘대로만 된다면 누구나 다 행복하시겠지... 그래도 고생하시는 끝에 좋은 결과가 있으실 거라고 생각해!
그러길 바래야지 키키 부모님 안 본 지 오래됐네 보고 싶네",일상 대화
820,"군대 다시 가라 하면 가?
군대 다시 가라 하면 아무도 안 간다 키키
디피에서 뒤에 못 그거 있잖아
응응 그런 거 근데 좀 오바임 키키
그거는 진짜라던데
진짜라고? 내는 그런 거 없었는데
아니야 내 친구 남편 진짜 그랬댕
***도 군대 있을 때 뺨 마이 맞았대
걘 도대체 어떤 곳을...
선임이 가위바위보 하자 한다던데 키키
ㅠㅠ 그때 때린 새끼들 다 뭐한대
니가 이기면 내 뺨치라 내는 묵낼께 이리 한대
분명히 편의점 알바나 하고 있을 듯
나쁜 놈들 개 많지 키키 왜 그러는지 ㅉㅉ
몬땠다 진짜 사람들이
그 수건 얼굴에 덮고 물 붓고 그랬다드라",일상 대화
821,"20대 절도범이 교도소 정문 앞에서 입감 전 탈주했대 ㅜㅜ
헐... 아니 어떻게 탈주한 거래요?
이게 시스템이 허술한 건지 그냥 수갑 찬 채로 도주했대
와... 대박 지금 그래서 다시 잡았대요?
아니 지금 수색 중이라는데 의정부에서 일어났대
와... 진짜 문제다 빨리 잡아야 할 텐데 ㅠㅠ
그러니까 나중에 강도로 변할 수도 있잖아
그니깐요 절도범인데... 와 20대라서 머리가 빠른 건가
근데 어차피 언젠가는 잡힐 텐데 형량만 더 늘어나지 않을까?
그것도 맞죠...
솔직히 요새는 예전 같지 않으니깐요
응 요즘 CCTV도 너무 많고 나름 과학수사인 거 같아서
맞아요... 옛날에도 보면 지금이면 금방 잡혔을 사건들이 너무 많아요
ㅜㅜ 맞아... 아직도 미제사건인 것들 지금이면 해결됐을 듯
맞어요... 진짜 아쉬운 사건들이 많아요
그래도 생각보다 증거 같은 걸 아직까지 보관하고 있더라?
맞아요!
혹시나 해서 보관하는 경우들이 있더라구요",일상 대화
822,"에휴 요즘에 뭔놈에 사건사고가 이리 많은지...
그니까 ㅜㅜ 외국인 마스크 안쓰고 파티했는데 확진자 나왔대
그 주소가 혹시 대한민국인가?
사건 난 곳? 아님 그 사람들 국적
외국인이니까 아마 사건이 난 곳이겠지...?
한국에서 그런거야, 그 무인도 섬이래
아이고 무인도에서 파티하는데 걸린 것도 웃기다 키키
인천이라네,
무인도도 있구나,
쨋든 ㅜㅜ 70명이래, 어찌되려나ㅜ
걔네는 무인도에서 알아서 삼아남으라고 해야할듯
키키 에휴 외국은 위드코로나라 그런가
외국애들이 너무 열린 마인드를 가지고 있어!
그걸 우리나라에서 왜 열어,
외국인은 본국 소환되려나? 재판 받아도
외국에서는 마스크 안쓰고 다니면 뭐라 하는 나라가 별로 없어 특히 서양
그니까, 그걸, 왜, 우리나라에서, 너네 나라 가라,
나도 우리나라에 오면 우리나라의 규칙을 잘 지켜야 한다고 생각해
로마에 가면 로마법을 따라야지,",일상 대화
823,"요즘에 기분 전환 겸 입술에 틴트 바르는데 키키
애들이랑 남편이 다 너무 좋아한다 키키
키키 분위기가 달라져서 그런가부다~
생기 있어 보이고 좋지
웅 그치 키키
애들도 계속 쳐다보면서 엄마 이쁘대 키키
키키 엄마도 기분 좋지~
난 눈썹이랑 아이라인 반영구 하니깐 넘 편하고 좋아 키키
웅 맞아 너무 기분 좋아 키키
나 눈썹 진짜 잘 못 그려서 나도 하고 싶어 키키
키키 해해~ 너무 편해 키키
나도 똥 손이라 화장 못 하자나~
근데 반영구니깐 예쁘게 잘하는 곳에서 해야지
크으으 지금 한 곳은 만족해?
옹옹~ 난 대박 만족은 아니지만 어른들이 보기엔 괜찮은가 봐 ㅎㅅㅎ
아이라인은 어렸을 때 해보고 안 해봤어~
오호오 그렇구만 키키
나는 한번도 안 해봐서 어디로 가야 할 지도 모르겠더라구~
요새는 인스타로 홍보 많이 하니깐 찾는 건 어렵지 않은데 맘에 드는 스타일을 잘 찾아야징 키키
한번 하면 장점이 크니깐 또 하게되더라궁~
꾸준히 하는 중 키키
오호오 그렇구나
인스타르루 봐야 하나
나는 인스타를 안 해서 ㅜ 키키
아ㅠㅠ 키키 그럼 블로그! 키키
부천에 잘하는데 있는데 거긴 넘 비싸 키키
가격 땜에 추천을 못하겠다
오호오 찾아봐야지 키키
아 진짜?
보통 얼마인데?
그리고 거긴 얼마?
보통은 15~20? 정도 하는 거 같은데 거기는 25만 원인가 준거 같아 키키
거긴 예약도 어려웠어 키키
얼마나 잘하나 보자 하고 한 건데 그 값을 했지
오호 그 값을 했으면 한번 해볼 만하겠다 비싸긴 하지만
옹옹 키키 또 예쁘게 되어있더라구~
요즘 갬성답게 힙하게 키키",일상 대화
824,"너는 좋아하는 스포츠 있어?
난 별로 관심 없어 ㅜㅜ 너는?
난 이번 올림픽 덕에 좀 생긴 거 같아 키키
오 올림픽 어떤 거 배구?
배구도! 배구 완전 뭔지 몰랐는데 존잼 ㅜㅜ
맞아 김연경 진짜 멋있지 키키
갓연경 ㅠㅠ 다시봐도 진짜 멋있어 ㅠㅠ 해보자 해보자~
근데 리더로써 너무 무섭기도 해 키키
맞아 키키 뭔가 기운이 너무 쎄
그런 것도 한번 실제로 보러 가고 싶다 키키
그치 ㅜㅜ 대학 다닐 때 애들이 보러 가는 이유가 있었어 키키
진짜 진짜 생동감 넘칠 것 같아 하하
키키 언제 한번 가야지 키키 축구는 본 적 있는데!
아 진짜? 축구 재밌어? 하하 어때
재밌어 ㅠㅠ 친선경기 봤는데 손흥민이랑 기성용 나왔어
와 실제로 봤어? 진짜 장난 아닌데 키키",일상 대화
